locus_tag	ftype	gene	EC_number	product
BDKBJLID_01340	gene			
BDKBJLID_01341	CDS			putative iron-dependent peroxidase
BDKBJLID_01341	gene			
BDKBJLID_01342	CDS			putative CoA-binding protein
BDKBJLID_01342	gene			
BDKBJLID_01343	CDS			Fe-S oxidoreductase
BDKBJLID_01343	gene			
BDKBJLID_01344	CDS			hypothetical protein
BDKBJLID_01344	gene			
BDKBJLID_01345	CDS			cysteine desulfurase
BDKBJLID_01345	gene			
BDKBJLID_01346	CDS			putative nucleoside-diphosphate-sugar epimerase
BDKBJLID_01346	gene			
BDKBJLID_01347	CDS			putative nucleoside-diphosphate-sugar epimerase
BDKBJLID_01347	gene			
BDKBJLID_01348	tRNA			tRNA-Leu(cag)
BDKBJLID_01348	gene			
BDKBJLID_01349	tRNA			tRNA-Arg(tct)
BDKBJLID_01349	gene			
BDKBJLID_01350	CDS			putative cobalt transporter subunit (CbtB)
BDKBJLID_01350	gene			
BDKBJLID_01351	CDS			monothiol glutaredoxin
BDKBJLID_01351	gene			
BDKBJLID_01352	CDS			MoxR-like ATPase
BDKBJLID_01352	gene			
BDKBJLID_01353	CDS			hypothetical protein
BDKBJLID_01353	gene			
BDKBJLID_01354	CDS			hypothetical protein
BDKBJLID_01354	gene			
BDKBJLID_01355	CDS			methionine sulfoxide reductase A
BDKBJLID_01355	gene			
BDKBJLID_01356	CDS			hypothetical protein
BDKBJLID_01356	gene			
BDKBJLID_01357	CDS			putative signal transduction protein
BDKBJLID_01357	gene			
BDKBJLID_01358	CDS			hypothetical protein
BDKBJLID_01358	gene			
BDKBJLID_01359	CDS			Proteolipid membrane potential modulator
BDKBJLID_01359	gene			
BDKBJLID_01360	CDS			hypothetical protein
	sig_peptide			putative signal peptide
BDKBJLID_01360	gene			
BDKBJLID_01361	CDS			hypothetical protein
BDKBJLID_01361	gene			
BDKBJLID_01362	tRNA			tRNA-Lys(ttt)
BDKBJLID_01362	gene			
BDKBJLID_01363	CDS			putative permease
BDKBJLID_01363	gene			
BDKBJLID_01364	CDS	leuD		3-isopropylmalate dehydratase small subunit
BDKBJLID_01364	gene	leuD		
BDKBJLID_01365	CDS	leuC		3-isopropylmalate dehydratase large subunit
BDKBJLID_01365	gene	leuC		
BDKBJLID_01366	CDS			dTDP-D-glucose 4,6-dehydratase(rfbB)
BDKBJLID_01366	gene			
BDKBJLID_01367	CDS			glucose-1-phosphate thymidyltransferase(rfbA)
BDKBJLID_01367	gene			
BDKBJLID_01368	CDS	rfbC		dTDP-4-dehydrorhamnose 3,5-epimerase(rfbC)
BDKBJLID_01368	gene	rfbC		
BDKBJLID_01369	CDS			permease of the major facilitator superfamily protein
BDKBJLID_01369	gene			
BDKBJLID_01370	CDS			Sel1 repeat-containing protein
BDKBJLID_01370	gene			
BDKBJLID_01371	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01371	gene			
BDKBJLID_01372	CDS	sixA		phosphohistidine phosphatase SixA
BDKBJLID_01372	gene	sixA		
BDKBJLID_01373	CDS			glutamate decarboxylase
BDKBJLID_01373	gene			
BDKBJLID_01374	CDS			malto-oligosyltrehalose trehalohydrolase
BDKBJLID_01374	gene			
BDKBJLID_01375	CDS		5.4.99.15	maltooligosyl trehalose synthase
BDKBJLID_01375	gene			
BDKBJLID_01376	CDS			trehalose synthase
BDKBJLID_01376	gene			
BDKBJLID_01377	CDS			trehalose synthase
BDKBJLID_01377	gene			
BDKBJLID_01378	CDS			Fatty acid desaturase
BDKBJLID_01378	gene			
BDKBJLID_01379	CDS			putative signaling protein
BDKBJLID_01379	gene			
BDKBJLID_01380	CDS			PEP-CTERM protein-sorting domain-containing protein
BDKBJLID_01380	gene			
BDKBJLID_01381	CDS			Response regulator
BDKBJLID_01381	gene			
BDKBJLID_01382	CDS			GGDEF domain-containing protein, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants
BDKBJLID_01382	gene			
BDKBJLID_01383	CDS			alpha-amylase family protein
BDKBJLID_01383	gene			
BDKBJLID_01384	CDS			putative protein, probably involved in trehalose biosynthesis
BDKBJLID_01384	gene			
BDKBJLID_01385	CDS			Zn-dependent alcohol dehydrogenase
BDKBJLID_01385	gene			
BDKBJLID_01386	CDS			hypothetical protein
BDKBJLID_01386	gene			
BDKBJLID_01387	CDS			putative membrane protein
BDKBJLID_01387	gene			
BDKBJLID_01388	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01388	gene			
BDKBJLID_01389	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01389	gene			
BDKBJLID_01390	CDS			transposase
BDKBJLID_01390	gene			
BDKBJLID_01391	CDS			hypothetical protein
BDKBJLID_01391	gene			
BDKBJLID_01392	CDS			putative enoyl-CoA hydratase/isomerase
BDKBJLID_01392	gene			
BDKBJLID_01393	CDS			Hpt domain-containing protein
BDKBJLID_01393	gene			
BDKBJLID_01394	CDS			Signal transduction histidine kinase
BDKBJLID_01394	gene			
BDKBJLID_01395	CDS			putative response regulator receiver modulated metal dependent phosphohydrolase
BDKBJLID_01395	gene			
BDKBJLID_01396	CDS			PEP-CTERM protein-sorting domain-containing protein
BDKBJLID_01396	gene			
BDKBJLID_01397	CDS			PEP-CTERM protein-sorting domain-containing protein
BDKBJLID_01397	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01398	CDS			Lactonase, 7-bladed beta-propeller
BDKBJLID_01398	gene			
BDKBJLID_01399	CDS			Lactonase, 7-bladed beta-propeller
BDKBJLID_01399	gene			
BDKBJLID_01400	CDS			Tfp pilus assembly protein PilF
BDKBJLID_01400	gene			
BDKBJLID_01401	CDS			hypothetical protein
BDKBJLID_01401	gene			
BDKBJLID_01402	CDS			methyltransferase, FkbM family
BDKBJLID_01402	gene			
BDKBJLID_01403	CDS			ABC-type multidrug transport system, ATPase and permease component
BDKBJLID_01403	gene			
BDKBJLID_01404	CDS			hypothetical protein
BDKBJLID_01404	gene			
BDKBJLID_01405	CDS			methyltransferase, FkbM family
BDKBJLID_01405	gene			
BDKBJLID_01406	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_01406	gene			
BDKBJLID_01407	CDS			Glycosyl transferase family 2
BDKBJLID_01407	gene			
BDKBJLID_01408	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_01408	gene			
BDKBJLID_01409	CDS			Glycosyltransferase involved in cell wall bisynthesis
BDKBJLID_01409	gene			
BDKBJLID_01410	CDS		2.4.1.288	galactofuranosylgalactofuranosylrhamnosyl-N- acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase
BDKBJLID_01410	gene			
BDKBJLID_01411	CDS			hypothetical protein
BDKBJLID_01411	gene			
BDKBJLID_01412	CDS			hypothetical protein
BDKBJLID_01412	gene			
BDKBJLID_01413	CDS			Putative two component, sigma54 specific, transcriptional regulator, Fis family
BDKBJLID_01413	gene			
BDKBJLID_01414	CDS			EpsI family protein
BDKBJLID_01414	gene			
BDKBJLID_01415	CDS			eight transmembrane protein
BDKBJLID_01415	gene			
BDKBJLID_01416	CDS	galU2		UTP-glucose-1-phosphate uridylyltransferase(galU)
BDKBJLID_01416	gene	galU2		
BDKBJLID_01417	CDS			putative periplasmic sensor signal transduction histidine kinase
BDKBJLID_01417	gene			
BDKBJLID_01418	CDS	wcfN		putative glycosyl transferase, family 2
BDKBJLID_01418	gene	wcfN		
BDKBJLID_01419	CDS			putative glycosyl transferase, family 2
BDKBJLID_01419	gene			
BDKBJLID_01420	CDS			hypothetical protein
BDKBJLID_01420	gene			
BDKBJLID_01421	CDS			O antigen polymerase
BDKBJLID_01421	gene			
BDKBJLID_01422	CDS			putative glycosyl transferase, group 1
BDKBJLID_01422	gene			
BDKBJLID_01423	CDS			glycosyltransferase
BDKBJLID_01423	gene			
BDKBJLID_01424	CDS			putative glycosyl transferase, group 1
BDKBJLID_01424	gene			
BDKBJLID_01425	CDS			glycosyltransferase
BDKBJLID_01425	gene			
BDKBJLID_01426	CDS			putative xylanase/chitin deacetylase
BDKBJLID_01426	gene			
BDKBJLID_01427	CDS			putative phosphohydrolase or phosphomutase, AlkP superfamily
BDKBJLID_01427	gene			
BDKBJLID_01428	CDS			periplasmic protein involved in polysaccharide export
BDKBJLID_01428	gene			
BDKBJLID_01429	CDS			sugar transferase involved in lipopolysaccharide synthesis
BDKBJLID_01429	gene			
BDKBJLID_01430	CDS			putative lipopolysaccharide biosynthesis protein
BDKBJLID_01430	gene			
BDKBJLID_01431	CDS			PIN domain nuclease, a component of toxin-antitoxin system (PIN domain)
BDKBJLID_01431	gene			
BDKBJLID_01432	CDS			prevent-host-death family protein
BDKBJLID_01432	gene			
BDKBJLID_01433	CDS			hypothetical protein
BDKBJLID_01433	gene			
BDKBJLID_01434	CDS			Putative zinc-finger
BDKBJLID_01434	gene			
BDKBJLID_01435	CDS			RNA polymerase sigma-70 factor, ECF subfamily
BDKBJLID_01435	gene			
BDKBJLID_01436	CDS			mercuric ion transport protein
BDKBJLID_01436	gene			
BDKBJLID_01437	CDS		1.16.1.1	mercuric reductase
BDKBJLID_01437	gene			
BDKBJLID_01438	CDS	zntR		MerR family transcriptional regulator, mercuric resistance operon regulatory protein
BDKBJLID_01438	gene	zntR		
BDKBJLID_01439	CDS			putative mechanosensitive ion channel (MscS)
BDKBJLID_01439	gene			
BDKBJLID_01440	CDS			diguanylate cyclase
BDKBJLID_01440	gene			
BDKBJLID_01441	CDS			hypothetical protein
BDKBJLID_01441	gene			
BDKBJLID_01442	CDS			DNA adenine methylase
BDKBJLID_01442	gene			
BDKBJLID_01443	CDS	glf		UDP-galactopyranose mutase
BDKBJLID_01443	gene	glf		
BDKBJLID_01444	CDS			nucleoside-diphosphate-sugar epimerase
BDKBJLID_01444	gene			
BDKBJLID_01445	CDS			AAA ATPase domain-containing protein
BDKBJLID_01445	gene			
BDKBJLID_01446	CDS			putative sigma-54-specific transcriptional regulator, Fis family
BDKBJLID_01446	gene			
BDKBJLID_01447	CDS			glucosamine--fructose-6-phosphate aminotransferase
BDKBJLID_01447	gene			
BDKBJLID_01448	CDS			UDP-N-acetyl-D-mannosaminuronate dehydrogenase
BDKBJLID_01448	gene			
BDKBJLID_01449	CDS			hypothetical protein
BDKBJLID_01449	gene			
BDKBJLID_01450	CDS			UDP-glucose 4-epimerase
BDKBJLID_01450	gene			
BDKBJLID_01451	CDS	atoC		two component, sigma54 specific, transcriptional regulator, Fis family
BDKBJLID_01451	gene	atoC		
BDKBJLID_01452	CDS			protein-tyrosine-phosphatase
BDKBJLID_01452	gene			
BDKBJLID_01453	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01453	gene			
BDKBJLID_01454	CDS			PEP-CTERM protein-sorting domain-containing protein
BDKBJLID_01454	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01455	tRNA			tRNA-Glu(ttc)
BDKBJLID_01455	gene			
BDKBJLID_01456	CDS			succinyl-CoA synthetase, beta subunit
BDKBJLID_01456	gene			
BDKBJLID_01457	CDS	sucD1		succinyl-CoA synthetase, alpha subunit
BDKBJLID_01457	gene	sucD1		
BDKBJLID_01458	CDS			hypothetical protein
BDKBJLID_01458	gene			
BDKBJLID_01459	CDS			aconitate hydratase
BDKBJLID_01459	gene			
BDKBJLID_01460	CDS			citrate synthase
BDKBJLID_01460	gene			
BDKBJLID_01461	CDS			hypothetical protein
BDKBJLID_01461	gene			
BDKBJLID_01462	CDS			ferredoxin
BDKBJLID_01462	gene			
BDKBJLID_01463	CDS			fumarate reductase/succinate dehydrogenase flavoprotein-like protein
BDKBJLID_01463	gene			
BDKBJLID_01464	CDS	sucC		succinyl-CoA synthetase, beta subunit
BDKBJLID_01464	gene	sucC		
BDKBJLID_01465	CDS			succinyl-CoA synthetase, alpha subunit
BDKBJLID_01465	gene			
BDKBJLID_01466	CDS			putative thiol-specific antioxidant protein
BDKBJLID_01466	gene			
BDKBJLID_01467	CDS			hypothetical protein
BDKBJLID_01467	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01468	CDS			putative regulatory protein, FmdB family
BDKBJLID_01468	gene			
BDKBJLID_01469	CDS			MraZ family protein
BDKBJLID_01469	gene			
BDKBJLID_01470	CDS	mraW		putative S-adenosylmethionine-dependent methyltransferase
BDKBJLID_01470	gene	mraW		
BDKBJLID_01471	CDS			hypothetical protein
BDKBJLID_01471	gene			
BDKBJLID_01472	CDS			peptidoglycan glycosyltransferase
BDKBJLID_01472	gene			
BDKBJLID_01473	CDS			peptidoglycan glycosyltransferase
BDKBJLID_01473	gene			
BDKBJLID_01474	CDS	murE	6.3.2.13	UDP-N-acetylmuramoylalanyl-D-glutamate--2, 6-diaminopimelate ligase
BDKBJLID_01474	gene	murE		
BDKBJLID_01475	CDS			UDP-N-acetylmuramyl pentapeptide synthase
BDKBJLID_01475	gene			
BDKBJLID_01476	CDS			phospho-N-acetylmuramoyl-pentapeptide- transferase
BDKBJLID_01476	gene			
BDKBJLID_01477	CDS			UDP-N-acetylmuramoylalanine--D-glutamate ligase
BDKBJLID_01477	gene			
BDKBJLID_01478	CDS			cell division membrane protein
BDKBJLID_01478	gene			
BDKBJLID_01479	CDS	murG		UDP-N-acetylglucosamine
BDKBJLID_01479	gene	murG		
BDKBJLID_01480	CDS	murC	6.3.2.8	UDP-N-acetylmuramate--alanine ligase
BDKBJLID_01480	gene	murC		
BDKBJLID_01481	CDS			UDP-N-acetylmuramate dehydrogenase
BDKBJLID_01481	gene			
BDKBJLID_01482	CDS			D-alanine-D-alanine ligase
BDKBJLID_01482	gene			
BDKBJLID_01483	CDS			hypothetical protein
BDKBJLID_01483	gene			
BDKBJLID_01484	CDS			ATPase
BDKBJLID_01484	gene			
BDKBJLID_01485	CDS			cell division protein FtsZ
BDKBJLID_01485	gene			
BDKBJLID_01486	CDS			multicopper polyphenol oxidase
BDKBJLID_01486	gene			
BDKBJLID_01487	CDS			putative enzyme with a TIM-barrel fold protein
BDKBJLID_01487	gene			
BDKBJLID_01488	CDS	proC		pyrroline-5-carboxylate reductase
BDKBJLID_01488	gene	proC		
BDKBJLID_01489	CDS			YggT family protein
BDKBJLID_01489	gene			
BDKBJLID_01490	CDS			putative cell-division initiation protein
BDKBJLID_01490	gene			
BDKBJLID_01491	CDS			hypothetical protein
BDKBJLID_01491	gene			
BDKBJLID_01492	CDS			hypothetical protein
BDKBJLID_01492	gene			
BDKBJLID_01493	CDS			Transposase
BDKBJLID_01493	gene			
BDKBJLID_01494	CDS			squalene cyclase
BDKBJLID_01494	gene			
BDKBJLID_01495	CDS			hypothetical protein
BDKBJLID_01495	gene			
BDKBJLID_01496	CDS			lipoprotein
BDKBJLID_01496	gene			
BDKBJLID_01497	CDS			hypothetical protein
BDKBJLID_01497	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01498	CDS			NAD-dependent epimerase/dehydratase
BDKBJLID_01498	gene			
BDKBJLID_01499	CDS	lytB		penicillin tolerance protein
BDKBJLID_01499	gene	lytB		
BDKBJLID_01500	CDS			Fe-S oxidoreductase
BDKBJLID_01500	gene			
BDKBJLID_01501	CDS			putative glycosyltransferase
BDKBJLID_01501	gene			
BDKBJLID_01502	CDS			membrane protein
BDKBJLID_01502	gene			
BDKBJLID_01503	CDS			membrane protein
BDKBJLID_01503	gene			
BDKBJLID_01504	CDS	cbiX		putative cobalamin (Vitamin B12) biosynthesis (CbiX)
BDKBJLID_01504	gene	cbiX		
BDKBJLID_01505	CDS	hemE		uroporphyrinogen-III decarboxylase
BDKBJLID_01505	gene	hemE		
BDKBJLID_01506	CDS	hemN		oxygen-independent coproporphyrinogen III oxidase
BDKBJLID_01506	gene	hemN		
BDKBJLID_01507	CDS			hypothetical protein
BDKBJLID_01507	gene			
BDKBJLID_01508	tRNA			tRNA-Ala(ggc)
BDKBJLID_01508	gene			
BDKBJLID_01509	CDS			hypothetical protein
BDKBJLID_01509	gene			
BDKBJLID_01510	CDS			Terminase small subunit
BDKBJLID_01510	gene			
BDKBJLID_01511	CDS			hypothetical protein
BDKBJLID_01511	gene			
BDKBJLID_01512	CDS			hypothetical protein
BDKBJLID_01512	gene			
BDKBJLID_01513	CDS			hypothetical protein
BDKBJLID_01513	gene			
BDKBJLID_01514	CDS			hypothetical protein
BDKBJLID_01514	gene			
BDKBJLID_01515	CDS			hypothetical protein
BDKBJLID_01515	gene			
BDKBJLID_01516	CDS			PaaX-like protein
BDKBJLID_01516	gene			
BDKBJLID_01517	CDS			AAA domain-containing protein
BDKBJLID_01517	gene			
BDKBJLID_01518	CDS			putative DNA primase/helicase
BDKBJLID_01518	gene			
BDKBJLID_01519	CDS			hypothetical protein
BDKBJLID_01519	gene			
BDKBJLID_01520	CDS			hypothetical protein
BDKBJLID_01520	gene			
BDKBJLID_01521	CDS			Site-specific recombinase XerD
BDKBJLID_01521	gene			
BDKBJLID_01522	CDS	metK		S-adenosylmethionine synthetase
BDKBJLID_01522	gene	metK		
BDKBJLID_01523	CDS	sahH		S-adenosylhomocysteine hydrolase
BDKBJLID_01523	gene	sahH		
BDKBJLID_01524	CDS			Thiamine biosynthesis protein (ThiS)
BDKBJLID_01524	gene			
BDKBJLID_01525	CDS			cysteine synthase
BDKBJLID_01525	gene			
BDKBJLID_01526	CDS			dinucleotide-utilizing enzyme
BDKBJLID_01526	gene			
BDKBJLID_01527	CDS	thrC_1		threonine synthase
BDKBJLID_01527	gene	thrC_1		
BDKBJLID_01528	CDS			molybdopterin converting factor, small subunit
BDKBJLID_01528	gene			
BDKBJLID_01529	CDS			FeS-binding protein
BDKBJLID_01529	gene			
BDKBJLID_01530	CDS	moeB2		dinucleotide-utilizing enzyme
BDKBJLID_01530	gene	moeB2		
BDKBJLID_01531	CDS			Proteasome lid subunit RPN8/RPN11, contains Jab1/MPN metalloenzyme (JAMM) motif
BDKBJLID_01531	gene			
BDKBJLID_01532	CDS			putative two component transcriptional regulator, winged helix family
BDKBJLID_01532	gene			
BDKBJLID_01533	CDS			putative multi-sensor signal transduction histidine kinase
BDKBJLID_01533	gene			
BDKBJLID_01534	CDS			UDP-glucose 4-epimerase(galE)
BDKBJLID_01534	gene			
BDKBJLID_01535	CDS		3.1.21.2	Endonuclease IV
BDKBJLID_01535	gene			
BDKBJLID_01536	CDS			putative ABC transporter, permease
BDKBJLID_01536	gene			
BDKBJLID_01537	CDS			ABC transporter, ATP-binding protein
BDKBJLID_01537	gene			
BDKBJLID_01538	CDS			putative mammalian cell entry related domain protein
BDKBJLID_01538	gene			
BDKBJLID_01539	CDS			putative phosphohydrolase
BDKBJLID_01539	gene			
BDKBJLID_01540	CDS			hypothetical protein
BDKBJLID_01540	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01541	CDS			PAS domain S-box-containing protein/diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01541	gene			
BDKBJLID_01542	CDS			4-hydroxythreonine-4-phosphate dehydrogenase
BDKBJLID_01542	gene			
BDKBJLID_01543	CDS	czcD		cation efflux system protein
BDKBJLID_01543	gene	czcD		
BDKBJLID_01544	CDS			excinuclease ABC, A subunit
BDKBJLID_01544	gene			
BDKBJLID_01545	CDS			putative outer membrane lipoprotein carrier protein
BDKBJLID_01545	gene			
BDKBJLID_01546	CDS			DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family
BDKBJLID_01546	gene			
BDKBJLID_01547	CDS			putative hydrolase of the metallo-beta-lactamase superfamily protein
BDKBJLID_01547	gene			
BDKBJLID_01548	CDS	ksgA		dimethyladenosine rRNA-methylating transferase
BDKBJLID_01548	gene	ksgA		
BDKBJLID_01549	CDS			periplasmic protein TonB
BDKBJLID_01549	gene			
BDKBJLID_01550	CDS			soluble lytic murein transglycosylase
BDKBJLID_01550	gene			
BDKBJLID_01551	CDS			hypothetical protein
BDKBJLID_01551	gene			
BDKBJLID_01552	CDS			hypothetical protein
BDKBJLID_01552	gene			
BDKBJLID_01553	misc_RNA			6S
BDKBJLID_01553	gene			
BDKBJLID_01554	CDS			Recombination protein MgsA
BDKBJLID_01554	gene			
BDKBJLID_01555	CDS			putative HD superfamily hydrolase
BDKBJLID_01555	gene			
BDKBJLID_01556	CDS			hypothetical protein
BDKBJLID_01556	gene			
BDKBJLID_01557	CDS	xseA		exodeoxyribonuclease VII large subunit
BDKBJLID_01557	gene	xseA		
BDKBJLID_01558	CDS			exodeoxyribonuclease VII small subunit
BDKBJLID_01558	gene			
BDKBJLID_01559	CDS			geranylgeranyl pyrophosphate synthase
BDKBJLID_01559	gene			
BDKBJLID_01560	CDS			deoxyxylulose-5-phosphate synthase
BDKBJLID_01560	gene			
BDKBJLID_01561	CDS			putative rRNA methylase
BDKBJLID_01561	gene			
BDKBJLID_01562	CDS			nucleoside-diphosphate-sugar epimerase
BDKBJLID_01562	gene			
BDKBJLID_01563	CDS			periplasmic divalent cation tolerance protein, chain A
BDKBJLID_01563	gene			
BDKBJLID_01564	CDS			Murein DD-endopeptidase MepM and murein hydrolase activator NlpD, containing LysM domain
BDKBJLID_01564	gene			
BDKBJLID_01565	CDS			preprotein translocase subunit SecA
BDKBJLID_01565	gene			
BDKBJLID_01566	CDS			putative NADH dehydrogenase (ubiquinone), subunit A
BDKBJLID_01566	gene			
BDKBJLID_01567	CDS	nuoB		NADH dehydrogenase (ubiquinone), B subunit
BDKBJLID_01567	gene	nuoB		
BDKBJLID_01568	CDS			NADH dehydrogenase (quinone), chain C
BDKBJLID_01568	gene			
BDKBJLID_01569	CDS			NADH dehydrogenase (ubiquinone), D subunit
BDKBJLID_01569	gene			
BDKBJLID_01570	CDS			putative NADH dehydrogenase (ubiquinone), E subunit
BDKBJLID_01570	gene			
BDKBJLID_01571	CDS			NADH dehydrogenase (quinone) F subunit
BDKBJLID_01571	gene			
BDKBJLID_01572	CDS			NADH dehydrogenase (quinone) F subunit
BDKBJLID_01572	gene			
BDKBJLID_01573	CDS			NADH dehydrogenase
BDKBJLID_01573	gene			
BDKBJLID_01574	CDS			NADH dehydrogenase (ubiquinone), H subunit
BDKBJLID_01574	gene			
BDKBJLID_01575	CDS			NADH dehydrogenase, chain I
BDKBJLID_01575	gene			
BDKBJLID_01576	CDS			putative NADH dehydrogenase (ubiquinone), chain J
BDKBJLID_01576	gene			
BDKBJLID_01577	CDS			NADH ubiquinone oxidoreductase I subunit K
BDKBJLID_01577	gene			
BDKBJLID_01578	CDS			NADH dehydrogenase (quinone), chain L
BDKBJLID_01578	gene			
BDKBJLID_01579	CDS			NADH dehydrogenase (quinone), chain M
BDKBJLID_01579	gene			
BDKBJLID_01580	CDS	nuoN-1		NADH dehydrogenase (quinone), chain N
BDKBJLID_01580	gene	nuoN-1		
BDKBJLID_01581	CDS			SOS-response transcriptional repressor,LexA
BDKBJLID_01581	gene			
BDKBJLID_01582	CDS			hypothetical protein
BDKBJLID_01582	gene			
BDKBJLID_01583	CDS	nrgA2		ammonium transporter
BDKBJLID_01583	gene	nrgA2		
BDKBJLID_01584	CDS			nitrogen regulatory protein PII
BDKBJLID_01584	gene			
BDKBJLID_01585	CDS			Superfamily II DNA or RNA helicase, SNF2 family
BDKBJLID_01585	gene			
BDKBJLID_01586	CDS	putA		proline dehydrogenase
BDKBJLID_01586	gene	putA		
BDKBJLID_01587	CDS			Fe-S cluster protector protein
BDKBJLID_01587	gene			
BDKBJLID_01588	CDS			hypothetical protein
BDKBJLID_01588	gene			
BDKBJLID_01589	CDS			putative signal transduction protein
BDKBJLID_01589	gene			
BDKBJLID_01590	CDS			chemotaxis protein CheZ
BDKBJLID_01590	gene			
BDKBJLID_01591	CDS			hypothetical protein
BDKBJLID_01591	gene			
BDKBJLID_01592	CDS			hypothetical protein
BDKBJLID_01592	gene			
BDKBJLID_01593	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01593	gene			
BDKBJLID_01594	CDS			diguanylate cyclase
BDKBJLID_01594	gene			
BDKBJLID_01595	CDS			hypothetical protein
BDKBJLID_01595	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01596	CDS			Tetratricopeptide repeat-containing protein
BDKBJLID_01596	gene			
BDKBJLID_01597	CDS			putative general secretion pathway protein K
BDKBJLID_01597	gene			
BDKBJLID_01598	CDS			Type II secretion system (T2SS), protein M
BDKBJLID_01598	gene			
BDKBJLID_01599	CDS			hypothetical protein
BDKBJLID_01599	gene			
BDKBJLID_01600	CDS			type II secretion system protein N
BDKBJLID_01600	gene			
BDKBJLID_01601	CDS			general secretion pathway protein G
BDKBJLID_01601	gene			
BDKBJLID_01602	CDS	gspF		putative general secretion pathway protein F
BDKBJLID_01602	gene	gspF		
BDKBJLID_01603	CDS			general secretion pathway protein E
BDKBJLID_01603	gene			
BDKBJLID_01604	CDS			general secretion pathway protein D
BDKBJLID_01604	gene			
BDKBJLID_01605	CDS	gspC		putative general secretion pathway protein C
BDKBJLID_01605	gene	gspC		
BDKBJLID_01606	CDS			sulfur transfer protein involved in thiamine biosynthesis
BDKBJLID_01606	gene			
BDKBJLID_01607	tRNA			tRNA-Gly(ccc)
BDKBJLID_01607	gene			
BDKBJLID_01608	CDS			PEP-CTERM protein-sorting domain-containing protein
BDKBJLID_01608	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01609	CDS			hypothetical protein
BDKBJLID_01609	gene			
BDKBJLID_01610	CDS			Cytochrome c
BDKBJLID_01610	gene			
BDKBJLID_01611	CDS			putative cytochrome C, class I
BDKBJLID_01611	gene			
BDKBJLID_01612	CDS			cytochrome c553
BDKBJLID_01612	gene			
BDKBJLID_01613	CDS			diguanylate cyclase (GGDEF) domain-containing protein
BDKBJLID_01613	gene			
BDKBJLID_01614	CDS			PEGA domain-containing protein
BDKBJLID_01614	gene			
BDKBJLID_01615	CDS			phytoene dehydrogenase
BDKBJLID_01615	gene			
BDKBJLID_01616	CDS			Cellulose biosynthesis protein BcsQ
BDKBJLID_01616	gene			
BDKBJLID_01617	CDS			Cellulose biosynthesis protein BcsQ
BDKBJLID_01617	gene			
BDKBJLID_01618	CDS			Tetratricopeptide repeat protein
BDKBJLID_01618	gene			
BDKBJLID_01619	CDS			cellulose synthase subunit B, Bcsb, catalytic subunit
BDKBJLID_01619	gene			
BDKBJLID_01620	CDS		2.4.1.12	cellulose synthase (UDP-forming)
BDKBJLID_01620	gene			
BDKBJLID_01621	CDS			cytochrome C553
	sig_peptide			putative signal peptide
BDKBJLID_01621	gene			
BDKBJLID_01622	CDS			putative cytochrome C, class I
BDKBJLID_01622	gene			
BDKBJLID_01623	CDS	polB	2.7.7.7	DNA polymerase-2
BDKBJLID_01623	gene	polB		
BDKBJLID_01624	CDS			hypothetical protein
BDKBJLID_01624	gene			
BDKBJLID_01625	CDS			Rad51 protein
BDKBJLID_01625	gene			
BDKBJLID_01626	CDS	lexA-1		SOS-response transcriptional repressor,LexA
BDKBJLID_01626	gene	lexA-1		
BDKBJLID_01627	CDS	pgi		glucose-6-phosphate isomerase
BDKBJLID_01627	gene	pgi		
BDKBJLID_01628	CDS			FMN phosphatase YigB, HAD superfamily
BDKBJLID_01628	gene			
BDKBJLID_01629	CDS			hypothetical protein
BDKBJLID_01629	gene			
BDKBJLID_01630	CDS			acriflavin resistance protein
BDKBJLID_01630	gene			
BDKBJLID_01631	CDS			hypothetical protein
BDKBJLID_01631	gene			
BDKBJLID_01632	CDS			outer membrane lipoprotein
BDKBJLID_01632	gene			
BDKBJLID_01633	CDS			Copper chaperone CopZ
BDKBJLID_01633	gene			
	sig_peptide			putative signal peptide
BDKBJLID_01634	CDS	arsB		ArsB,arsenical pump membrane protein
BDKBJLID_01634	gene	arsB		
BDKBJLID_01635	CDS			arsenate reductase (thioredoxin)
